"","subj","Ordem","Num","item","answer","quest_rt","idade","genero","escolaridade","idioma"
"825","79","todo-um","SG","4","5",26442,44,"masculino","Sup. Completo","sim"
"826","80","um-todo","PL","10","4",19376,22,"feminino","Sup. Incompleto","sim"
"827","80","todo-um","SG","7","3",10824,22,"feminino","Sup. Incompleto","sim"
"828","80","todo-um","PL","4","2",9510,22,"feminino","Sup. Incompleto","sim"
"829","80","um-todo","PL","2","5",13750,22,"feminino","Sup. Incompleto","sim"
"830","80","todo-um","PL","8","2",9217,22,"feminino","Sup. Incompleto","sim"
"831","80","todo-um","PL","12","2",21176,22,"feminino","Sup. Incompleto","sim"
"832","80","um-todo","SG","9","5",4975,22,"feminino","Sup. Incompleto","sim"
"833","80","um-todo","SG","5","4",7140,22,"feminino","Sup. Incompleto","sim"
"834","80","um-todo","SG","1","3",7215,22,"feminino","Sup. Incompleto","sim"
"835","80","todo-um","SG","3","3",10844,22,"feminino","Sup. Incompleto","sim"
"836","80","um-todo","PL","6","3",12580,22,"feminino","Sup. Incompleto","sim"
"837","82","um-todo","PL","12","4",18133,46,"feminino","Espec. Completo","sim"
"838","82","todo-um","SG","9","2",14323,46,"feminino","Espec. Completo","sim"
"839","82","um-todo","PL","4","2",14955,46,"feminino","Espec. Completo","sim"
"840","82","todo-um","PL","6","2",12584,46,"feminino","Espec. Completo","sim"
"841","82","um-todo","SG","7","5",11708,46,"feminino","Espec. Completo","sim"
"842","82","todo-um","PL","10","3",7911,46,"feminino","Espec. Completo","sim"
"843","82","um-todo","PL","8","5",5908,46,"feminino","Espec. Completo","sim"
"844","82","todo-um","PL","2","1",16245,46,"feminino","Espec. Completo","sim"
"845","82","um-todo","SG","3","5",10250,46,"feminino","Espec. Completo","sim"
"846","82","todo-um","SG","5","5",5618,46,"feminino","Espec. Completo","sim"
"847","82","todo-um","SG","1","5",6259,46,"feminino","Espec. Completo","sim"
"848","83","todo-um","SG","9","1",11473,33,"masculino","Mest. Completo","sim"
"849","83","um-todo","PL","8","5",8983,33,"masculino","Mest. Completo","sim"
"850","83","todo-um","SG","5","1",12026,33,"masculino","Mest. Completo","sim"
"851","83","todo-um","PL","6","1",11272,33,"masculino","Mest. Completo","sim"
"852","83","um-todo","SG","3","1",7140,33,"masculino","Mest. Completo","sim"
"853","83","um-todo","SG","7","5",8664,33,"masculino","Mest. Completo","sim"
"854","83","todo-um","SG","1","5",7462,33,"masculino","Mest. Completo","sim"
"855","83","um-todo","PL","12","5",5594,33,"masculino","Mest. Completo","sim"
"856","83","todo-um","PL","10","1",8608,33,"masculino","Mest. Completo","sim"
"857","83","um-todo","PL","4","1",5663,33,"masculino","Mest. Completo","sim"
"858","83","todo-um","PL","2","1",5959,33,"masculino","Mest. Completo","sim"
"859","84","todo-um","SG","3","3",10071,20,"feminino","Sup. Incompleto","sim"
"860","84","um-todo","PL","10","4",17282,20,"feminino","Sup. Incompleto","sim"
"861","84","um-todo","SG","1","5",20887,20,"feminino","Sup. Incompleto","sim"
"862","84","todo-um","PL","8","1",13544,20,"feminino","Sup. Incompleto","sim"
"863","84","todo-um","PL","12","1",7856,20,"feminino","Sup. Incompleto","sim"
"864","84","um-todo","SG","5","2",19539,20,"feminino","Sup. Incompleto","sim"
"865","84","um-todo","PL","6","5",79070,20,"feminino","Sup. Incompleto","sim"
"866","84","todo-um","PL","4","1",15149,20,"feminino","Sup. Incompleto","sim"
"867","84","um-todo","SG","9","4",13451,20,"feminino","Sup. Incompleto","sim"
"868","84","todo-um","SG","7","3",21204,20,"feminino","Sup. Incompleto","sim"
"869","84","um-todo","PL","2","1",11614,20,"feminino","Sup. Incompleto","sim"
"870","85","um-todo","PL","1","4",11275,45,"masculino","Sup. Completo","sim"
"871","85","todo-um","PL","7","1",14987,45,"masculino","Sup. Completo","sim"
"872","85","todo-um","SG","6","4",13001,45,"masculino","Sup. Completo","sim"
"873","85","um-todo","PL","9","4",9020,45,"masculino","Sup. Completo","sim"
"874","85","um-todo","SG","12","2",16551,45,"masculino","Sup. Completo","sim"
"875","85","um-todo","SG","8","2",10184,45,"masculino","Sup. Completo","sim"
"876","85","todo-um","PL","3","2",9143,45,"masculino","Sup. Completo","sim"
"877","85","todo-um","SG","10","5",9117,45,"masculino","Sup. Completo","sim"
"878","85","um-todo","SG","4","5",8836,45,"masculino","Sup. Completo","sim"
"879","85","um-todo","PL","5","2",13946,45,"masculino","Sup. Completo","sim"
"880","85","todo-um","SG","2","5",12123,45,"masculino","Sup. Completo","sim"
"881","86","um-todo","PL","4","1",6558,30,"masculino","Dout. Completo","sim"
"882","86","todo-um","PL","6","4",9791,30,"masculino","Dout. Completo","sim"
"883","86","todo-um","SG","1","5",7364,30,"masculino","Dout. Completo","sim"
"884","86","todo-um","SG","9","5",5594,30,"masculino","Dout. Completo","sim"
"885","86","um-todo","PL","8","5",6325,30,"masculino","Dout. Completo","sim"
"886","86","todo-um","PL","2","5",9526,30,"masculino","Dout. Completo","sim"
"887","86","todo-um","SG","5","5",4524,30,"masculino","Dout. Completo","sim"
"888","86","um-todo","PL","12","5",4676,30,"masculino","Dout. Completo","sim"
"889","86","um-todo","SG","3","5",3436,30,"masculino","Dout. Completo","sim"
"890","86","todo-um","PL","10","5",14402,30,"masculino","Dout. Completo","sim"
"891","86","um-todo","SG","7","5",3925,30,"masculino","Dout. Completo","sim"
"892","88","um-todo","SG","5","3",24183,31,"feminino","Sup. Incompleto","sim"
"893","88","todo-um","PL","8","1",15750,31,"feminino","Sup. Incompleto","sim"
"894","88","um-todo","SG","1","3",46849,31,"feminino","Sup. Incompleto","sim"
"895","88","todo-um","PL","4","1",8627,31,"feminino","Sup. Incompleto","sim"
"896","88","todo-um","SG","7","1",34435,31,"feminino","Sup. Incompleto","sim"
"897","88","um-todo","SG","9","3",30153,31,"feminino","Sup. Incompleto","sim"
"898","88","um-todo","PL","10","3",18868,31,"feminino","Sup. Incompleto","sim"
"899","88","todo-um","SG","3","3",28179,31,"feminino","Sup. Incompleto","sim"
"900","88","um-todo","PL","2","1",31430,31,"feminino","Sup. Incompleto","sim"
"901","88","todo-um","PL","12","1",10974,31,"feminino","Sup. Incompleto","sim"
"902","88","um-todo","PL","6","1",43032,31,"feminino","Sup. Incompleto","sim"
"903","89","todo-um","SG","2","5",8153,41,"masculino","Espec. Completo","sim"
"904","89","todo-um","SG","6","3",12957,41,"masculino","Espec. Completo","sim"
"905","89","um-todo","SG","12","4",10667,41,"masculino","Espec. Completo","sim"
"906","89","um-todo","PL","1","5",7272,41,"masculino","Espec. Completo","sim"
"907","89","um-todo","SG","8","4",5601,41,"masculino","Espec. Completo","sim"
"908","89","um-todo","PL","5","5",7781,41,"masculino","Espec. Completo","sim"
"909","89","todo-um","PL","3","2",11078,41,"masculino","Espec. Completo","sim"
"910","89","todo-um","SG","10","5",7787,41,"masculino","Espec. Completo","sim"
"911","89","um-todo","SG","4","5",5411,41,"masculino","Espec. Completo","sim"
"912","89","um-todo","PL","9","5",9800,41,"masculino","Espec. Completo","sim"
"913","89","todo-um","PL","7","2",7691,41,"masculino","Espec. Completo","sim"
"914","90","todo-um","SG","1","5",10627,35,"feminino","Dout. Incompleto","sim"
"915","90","todo-um","SG","5","4",18053,35,"feminino","Dout. Incompleto","sim"
"916","90","um-todo","PL","8","4",13489,35,"feminino","Dout. Incompleto","sim"
"917","90","todo-um","PL","6","2",13204,35,"feminino","Dout. Incompleto","sim"
"918","90","todo-um","PL","2","2",10405,35,"feminino","Dout. Incompleto","sim"
"919","90","um-todo","PL","12","4",9016,35,"feminino","Dout. Incompleto","sim"
"920","90","um-todo","PL","4","4",10734,35,"feminino","Dout. Incompleto","sim"
"921","90","todo-um","PL","10","2",13389,35,"feminino","Dout. Incompleto","sim"
"922","90","todo-um","SG","9","4",9355,35,"feminino","Dout. Incompleto","sim"
"923","90","um-todo","SG","7","4",7442,35,"feminino","Dout. Incompleto","sim"
"924","90","um-todo","SG","3","3",8312,35,"feminino","Dout. Incompleto","sim"
"925","91","todo-um","SG","12","4",15855,20,"feminino","Sup. Incompleto","sim"
"926","91","um-todo","PL","7","5",10958,20,"feminino","Sup. Incompleto","sim"
"927","91","todo-um","PL","1","2",12987,20,"feminino","Sup. Incompleto","sim"
"928","91","um-todo","PL","3","5",9865,20,"feminino","Sup. Incompleto","sim"
"929","91","um-todo","SG","6","5",7821,20,"feminino","Sup. Incompleto","sim"
"930","91","todo-um","SG","4","1",5703,20,"feminino","Sup. Incompleto","sim"
"931","91","todo-um","SG","8","3",8932,20,"feminino","Sup. Incompleto","sim"
"932","91","todo-um","PL","9","4",22842,20,"feminino","Sup. Incompleto","sim"
"933","91","um-todo","SG","2","5",85604,20,"feminino","Sup. Incompleto","sim"
"934","91","um-todo","SG","10","5",6271,20,"feminino","Sup. Incompleto","sim"
"935","91","todo-um","PL","5","1",8822,20,"feminino","Sup. Incompleto","sim"
"936","92","todo-um","PL","12","1",101443,26,"feminino","Mest. Incompleto","sim"
"937","92","um-todo","SG","9","5",26412,26,"feminino","Mest. Incompleto","sim"
"938","92","um-todo","PL","2","4",64866,26,"feminino","Mest. Incompleto","sim"
"939","92","todo-um","PL","4","2",66522,26,"feminino","Mest. Incompleto","sim"
"940","92","todo-um","SG","7","4",51970,26,"feminino","Mest. Incompleto","sim"
"941","92","um-todo","PL","6","2",79768,26,"feminino","Mest. Incompleto","sim"
"942","92","todo-um","SG","3","5",15180,26,"feminino","Mest. Incompleto","sim"
"943","92","todo-um","PL","8","1",12139,26,"feminino","Mest. Incompleto","sim"
"944","92","um-todo","SG","5","5",11135,26,"feminino","Mest. Incompleto","sim"
"945","92","um-todo","SG","1","5",10282,26,"feminino","Mest. Incompleto","sim"
"946","92","um-todo","PL","10","5",20918,26,"feminino","Mest. Incompleto","sim"
"947","93","todo-um","PL","2","5",5830,38,"feminino","Sup. Completo","sim"
"948","93","todo-um","SG","5","5",4284,38,"feminino","Sup. Completo","sim"
"949","93","um-todo","PL","12","5",2505,38,"feminino","Sup. Completo","sim"
"950","93","um-todo","SG","3","5",3394,38,"feminino","Sup. Completo","sim"
"951","93","um-todo","PL","4","5",3737,38,"feminino","Sup. Completo","sim"
"952","93","todo-um","SG","9","5",6506,38,"feminino","Sup. Completo","sim"
"953","93","um-todo","SG","7","5",3264,38,"feminino","Sup. Completo","sim"
"954","93","um-todo","PL","8","5",3411,38,"feminino","Sup. Completo","sim"
"955","93","todo-um","PL","10","1",7899,38,"feminino","Sup. Completo","sim"
"956","93","todo-um","PL","6","5",13168,38,"feminino","Sup. Completo","sim"
"957","93","todo-um","SG","1","5",4487,38,"feminino","Sup. Completo","sim"
"958","94","um-todo","SG","10","5",5979,38,"feminino","Sup. Completo","sim"
"959","94","um-todo","SG","6","5",4737,38,"feminino","Sup. Completo","sim"
"960","94","todo-um","PL","1","1",10894,38,"feminino","Sup. Completo","sim"
"961","94","um-todo","PL","3","5",4784,38,"feminino","Sup. Completo","sim"
"962","94","todo-um","PL","9","1",4772,38,"feminino","Sup. Completo","sim"
"963","94","todo-um","SG","12","1",5034,38,"feminino","Sup. Completo","sim"
"964","94","todo-um","PL","5","1",5536,38,"feminino","Sup. Completo","sim"
"965","94","todo-um","SG","8","5",7113,38,"feminino","Sup. Completo","sim"
"966","94","um-todo","SG","2","5",8015,38,"feminino","Sup. Completo","sim"
"967","94","um-todo","PL","7","5",7824,38,"feminino","Sup. Completo","sim"
"968","94","todo-um","SG","4","5",6626,38,"feminino","Sup. Completo","sim"
"969","95","um-todo","PL","10","1",13279,21,"feminino","Sup. Incompleto","sim"
"970","95","todo-um","PL","8","1",14310,21,"feminino","Sup. Incompleto","sim"
"971","95","um-todo","PL","2","1",10901,21,"feminino","Sup. Incompleto","sim"
"972","95","todo-um","SG","7","5",7143,21,"feminino","Sup. Incompleto","sim"
"973","95","todo-um","PL","12","1",7371,21,"feminino","Sup. Incompleto","sim"
"974","95","um-todo","PL","6","1",12310,21,"feminino","Sup. Incompleto","sim"
"975","95","um-todo","SG","5","5",17238,21,"feminino","Sup. Incompleto","sim"
"976","95","todo-um","PL","4","1",8319,21,"feminino","Sup. Incompleto","sim"
"977","95","um-todo","SG","1","1",11300,21,"feminino","Sup. Incompleto","sim"
"978","95","todo-um","SG","3","1",8424,21,"feminino","Sup. Incompleto","sim"
"979","95","um-todo","SG","9","4",11062,21,"feminino","Sup. Incompleto","sim"
"980","96","todo-um","PL","3","5",5593,21,"feminino","Sup. Incompleto","sim"
"981","96","um-todo","PL","1","1",33737,21,"feminino","Sup. Incompleto","sim"
"982","96","um-todo","PL","9","5",4047,21,"feminino","Sup. Incompleto","sim"
"983","96","um-todo","SG","12","2",1191,21,"feminino","Sup. Incompleto","sim"
"984","96","todo-um","PL","7","2",634,21,"feminino","Sup. Incompleto","sim"
"985","96","um-todo","SG","4","5",438,21,"feminino","Sup. Incompleto","sim"
"986","96","todo-um","SG","10","5",431,21,"feminino","Sup. Incompleto","sim"
"987","96","um-todo","PL","5","5",18655,21,"feminino","Sup. Incompleto","sim"
"988","96","todo-um","SG","2","3",11513,21,"feminino","Sup. Incompleto","sim"
"989","96","um-todo","SG","8","5",5592,21,"feminino","Sup. Incompleto","sim"
"990","96","todo-um","SG","6","5",689,21,"feminino","Sup. Incompleto","sim"
"991","98","todo-um","PL","3","1",6797,20,"feminino","Sup. Incompleto","sim"
"992","98","um-todo","PL","5","1",17045,20,"feminino","Sup. Incompleto","sim"
"993","98","todo-um","SG","10","5",6900,20,"feminino","Sup. Incompleto","sim"
"994","98","todo-um","SG","2","5",14436,20,"feminino","Sup. Incompleto","sim"
"995","98","todo-um","SG","6","4",8715,20,"feminino","Sup. Incompleto","sim"
"996","98","um-todo","PL","1","1",17684,20,"feminino","Sup. Incompleto","sim"
"997","98","um-todo","SG","12","4",9997,20,"feminino","Sup. Incompleto","sim"
"998","98","um-todo","SG","4","5",6236,20,"feminino","Sup. Incompleto","sim"
"999","98","todo-um","PL","7","1",8215,20,"feminino","Sup. Incompleto","sim"
"1000","98","um-todo","PL","9","5",8701,20,"feminino","Sup. Incompleto","sim"
"1001","98","um-todo","SG","8","5",5177,20,"feminino","Sup. Incompleto","sim"
"1002","99","todo-um","SG","5","4",14971,20,"feminino","Sup. Incompleto","sim"
"1003","99","todo-um","PL","10","2",12806,20,"feminino","Sup. Incompleto","sim"
"1004","99","todo-um","SG","1","5",9338,20,"feminino","Sup. Incompleto","sim"
"1005","99","todo-um","PL","6","1",18392,20,"feminino","Sup. Incompleto","sim"
"1006","99","um-todo","SG","3","5",8527,20,"feminino","Sup. Incompleto","sim"
"1007","99","todo-um","SG","9","2",12548,20,"feminino","Sup. Incompleto","sim"
"1008","99","um-todo","SG","7","5",5847,20,"feminino","Sup. Incompleto","sim"
"1009","99","um-todo","PL","8","5",6410,20,"feminino","Sup. Incompleto","sim"
"1010","99","todo-um","PL","2","2",7659,20,"feminino","Sup. Incompleto","sim"
"1011","99","um-todo","PL","12","1",11824,20,"feminino","Sup. Incompleto","sim"
"1012","99","um-todo","PL","4","2",29894,20,"feminino","Sup. Incompleto","sim"
"1013","100","um-todo","PL","9","4",11192,21,"feminino","Sup. Incompleto","sim"
"1014","100","um-todo","SG","4","5",13211,21,"feminino","Sup. Incompleto","sim"
"1015","100","todo-um","PL","3","1",8615,21,"feminino","Sup. Incompleto","sim"
"1016","100","um-todo","SG","12","5",6240,21,"feminino","Sup. Incompleto","sim"
"1017","100","todo-um","SG","2","4",9959,21,"feminino","Sup. Incompleto","sim"
"1018","100","um-todo","PL","5","5",8053,21,"feminino","Sup. Incompleto","sim"
"1019","100","todo-um","SG","6","4",8096,21,"feminino","Sup. Incompleto","sim"
"1020","100","um-todo","PL","1","5",12634,21,"feminino","Sup. Incompleto","sim"
"1021","100","um-todo","SG","8","5",4317,21,"feminino","Sup. Incompleto","sim"
"1022","100","todo-um","SG","10","5",7969,21,"feminino","Sup. Incompleto","sim"
"1023","100","todo-um","PL","7","1",5039,21,"feminino","Sup. Incompleto","sim"
"1024","101","um-todo","PL","10","5",7220,20,"masculino","Sup. Incompleto","sim"
"1025","101","um-todo","PL","6","2",16653,20,"masculino","Sup. Incompleto","sim"
"1026","101","todo-um","PL","4","5",9720,20,"masculino","Sup. Incompleto","sim"
"1027","101","todo-um","PL","8","2",8205,20,"masculino","Sup. Incompleto","sim"
"1028","101","todo-um","SG","3","4",5628,20,"masculino","Sup. Incompleto","sim"
"1029","101","um-todo","SG","9","5",7054,20,"masculino","Sup. Incompleto","sim"
"1030","101","um-todo","PL","2","3",9810,20,"masculino","Sup. Incompleto","sim"
"1031","101","todo-um","PL","12","3",5553,20,"masculino","Sup. Incompleto","sim"
"1032","101","um-todo","SG","1","5",23542,20,"masculino","Sup. Incompleto","sim"
"1033","101","todo-um","SG","7","4",7040,20,"masculino","Sup. Incompleto","sim"
"1034","101","um-todo","SG","5","5",4899,20,"masculino","Sup. Incompleto","sim"
"1035","102","todo-um","PL","3","1",16514,23,"feminino","Medio Completo","sim"
"1036","102","todo-um","SG","10","5",8117,23,"feminino","Medio Completo","sim"
"1037","102","um-todo","PL","1","5",12559,23,"feminino","Medio Completo","sim"
"1038","102","um-todo","PL","5","1",10574,23,"feminino","Medio Completo","sim"
"1039","102","um-todo","SG","12","5",7343,23,"feminino","Medio Completo","sim"
"1040","102","todo-um","SG","6","1",10934,23,"feminino","Medio Completo","sim"
"1041","102","todo-um","SG","2","1",9850,23,"feminino","Medio Completo","sim"
"1042","102","todo-um","PL","7","1",11803,23,"feminino","Medio Completo","sim"
"1043","102","um-todo","PL","9","4",14963,23,"feminino","Medio Completo","sim"
"1044","102","um-todo","SG","8","5",7347,23,"feminino","Medio Completo","sim"
"1045","102","um-todo","SG","4","5",9504,23,"feminino","Medio Completo","sim"
"1046","103","um-todo","PL","9","4",8209,21,"feminino","Sup. Incompleto","sim"
"1047","103","um-todo","PL","5","4",8268,21,"feminino","Sup. Incompleto","sim"
"1048","103","um-todo","PL","1","4",20740,21,"feminino","Sup. Incompleto","sim"
"1049","103","todo-um","PL","3","2",11610,21,"feminino","Sup. Incompleto","sim"
"1050","103","todo-um","SG","10","1",449703,21,"feminino","Sup. Incompleto","sim"
"1051","103","um-todo","SG","12","4",16478,21,"feminino","Sup. Incompleto","sim"
"1052","103","um-todo","SG","8","4",5130,21,"feminino","Sup. Incompleto","sim"
"1053","103","todo-um","SG","2","4",5145,21,"feminino","Sup. Incompleto","sim"
"1054","103","um-todo","SG","4","3",1089,21,"feminino","Sup. Incompleto","sim"
"1055","103","todo-um","PL","7","5",1688,21,"feminino","Sup. Incompleto","sim"
"1056","103","todo-um","SG","6","5",1180,21,"feminino","Sup. Incompleto","sim"
"1057","104","todo-um","SG","1","1",29251,20,"feminino","Sup. Incompleto","sim"
"1058","104","todo-um","SG","5","3",17749,20,"feminino","Sup. Incompleto","sim"
"1059","104","um-todo","PL","8","5",13967,20,"feminino","Sup. Incompleto","sim"
"1060","104","todo-um","PL","10","2",19405,20,"feminino","Sup. Incompleto","sim"
"1061","104","todo-um","SG","9","5",13737,20,"feminino","Sup. Incompleto","sim"
"1062","104","um-todo","PL","4","2",9091,20,"feminino","Sup. Incompleto","sim"
"1063","104","um-todo","SG","3","5",6676,20,"feminino","Sup. Incompleto","sim"
"1064","104","todo-um","PL","6","1",10583,20,"feminino","Sup. Incompleto","sim"
"1065","104","todo-um","PL","2","4",15891,20,"feminino","Sup. Incompleto","sim"
"1066","104","um-todo","SG","7","5",6277,20,"feminino","Sup. Incompleto","sim"
"1067","104","um-todo","PL","12","1",12341,20,"feminino","Sup. Incompleto","sim"
"1068","105","todo-um","SG","5","4",13354,22,"feminino","Sup. Incompleto","sim"
"1069","105","todo-um","SG","9","4",20962,22,"feminino","Sup. Incompleto","sim"
"1070","105","todo-um","PL","2","2",24865,22,"feminino","Sup. Incompleto","sim"
"1071","105","todo-um","SG","1","4",8249,22,"feminino","Sup. Incompleto","sim"
"1072","105","um-todo","SG","3","4",16543,22,"feminino","Sup. Incompleto","sim"
"1073","105","um-todo","PL","8","4",6683,22,"feminino","Sup. Incompleto","sim"
"1074","105","um-todo","SG","7","4",39268,22,"feminino","Sup. Incompleto","sim"
"1075","105","um-todo","PL","12","4",9399,22,"feminino","Sup. Incompleto","sim"
"1076","105","todo-um","PL","6","3",36413,22,"feminino","Sup. Incompleto","sim"
"1077","105","todo-um","PL","10","2",59742,22,"feminino","Sup. Incompleto","sim"
"1078","105","um-todo","PL","4","3",14767,22,"feminino","Sup. Incompleto","sim"
"1079","106","um-todo","PL","6","3",29541,22,"feminino","Sup. Incompleto","sim"
"1080","106","todo-um","SG","3","4",7662,22,"feminino","Sup. Incompleto","sim"
"1081","106","um-todo","SG","9","4",34941,22,"feminino","Sup. Incompleto","sim"
"1082","106","todo-um","PL","12","2",11723,22,"feminino","Sup. Incompleto","sim"
"1083","106","todo-um","PL","4","2",4707,22,"feminino","Sup. Incompleto","sim"
"1084","106","todo-um","PL","8","2",23711,22,"feminino","Sup. Incompleto","sim"
"1085","106","um-todo","SG","5","4",7955,22,"feminino","Sup. Incompleto","sim"
"1086","106","todo-um","SG","7","4",42446,22,"feminino","Sup. Incompleto","sim"
"1087","106","um-todo","SG","1","4",6181,22,"feminino","Sup. Incompleto","sim"
"1088","106","um-todo","PL","2","3",23040,22,"feminino","Sup. Incompleto","sim"
"1089","106","um-todo","PL","10","3",5348,22,"feminino","Sup. Incompleto","sim"
"1090","107","todo-um","SG","4","5",9116,51,"masculino","Espec. Completo","sim"
"1091","107","todo-um","SG","12","5",20175,51,"masculino","Espec. Completo","sim"
"1092","107","um-todo","PL","3","5",6892,51,"masculino","Espec. Completo","sim"
"1093","107","todo-um","PL","5","5",7735,51,"masculino","Espec. Completo","sim"
"1094","107","todo-um","PL","9","1",8528,51,"masculino","Espec. Completo","sim"
"1095","107","um-todo","SG","10","5",9881,51,"masculino","Espec. Completo","sim"
"1096","107","um-todo","PL","7","5",7474,51,"masculino","Espec. Completo","sim"
"1097","107","todo-um","PL","1","1",11484,51,"masculino","Espec. Completo","sim"
"1098","107","um-todo","SG","6","1",7835,51,"masculino","Espec. Completo","sim"
"1099","107","um-todo","SG","2","5",6521,51,"masculino","Espec. Completo","sim"
"1100","107","todo-um","SG","8","5",6879,51,"masculino","Espec. Completo","sim"
"1101","109","um-todo","SG","9","4",8582,19,"feminino","Sup. Incompleto","sim"
"1102","109","um-todo","PL","6","4",5258,19,"feminino","Sup. Incompleto","sim"
"1103","109","todo-um","SG","3","3",8713,19,"feminino","Sup. Incompleto","sim"
"1104","109","todo-um","SG","7","2",9312,19,"feminino","Sup. Incompleto","sim"
"1105","109","todo-um","PL","4","2",5864,19,"feminino","Sup. Incompleto","sim"
"1106","109","um-todo","PL","10","4",5110,19,"feminino","Sup. Incompleto","sim"
"1107","109","um-todo","PL","2","5",5417,19,"feminino","Sup. Incompleto","sim"
"1108","109","um-todo","SG","1","4",5278,19,"feminino","Sup. Incompleto","sim"
"1109","109","todo-um","PL","8","2",7379,19,"feminino","Sup. Incompleto","sim"
"1110","109","todo-um","PL","12","4",4576,19,"feminino","Sup. Incompleto","sim"
"1111","109","um-todo","SG","5","1",6731,19,"feminino","Sup. Incompleto","sim"
"1112","110","todo-um","SG","5","3",26720,42,"masculino","Sup. Incompleto","sim"
"1113","110","um-todo","SG","3","4",13265,42,"masculino","Sup. Incompleto","sim"
"1114","110","todo-um","PL","6","2",27163,42,"masculino","Sup. Incompleto","sim"
"1115","110","todo-um","PL","10","5",14610,42,"masculino","Sup. Incompleto","sim"
"1116","110","todo-um","PL","2","1",14746,42,"masculino","Sup. Incompleto","sim"
"1117","110","um-todo","PL","12","3",71918,42,"masculino","Sup. Incompleto","sim"
"1118","110","um-todo","PL","4","1",8524,42,"masculino","Sup. Incompleto","sim"
"1119","110","todo-um","SG","1","4",9644,42,"masculino","Sup. Incompleto","sim"
"1120","110","todo-um","SG","9","3",14563,42,"masculino","Sup. Incompleto","sim"
"1121","110","um-todo","SG","7","1",10988,42,"masculino","Sup. Incompleto","sim"
"1122","110","um-todo","PL","8","2",11334,42,"masculino","Sup. Incompleto","sim"
"1123","111","todo-um","PL","1","1",18413,50,"feminino","Sup. Completo","sim"
"1124","111","um-todo","PL","7","1",8549,50,"feminino","Sup. Completo","sim"
"1125","111","todo-um","SG","8","4",25296,50,"feminino","Sup. Completo","sim"
"1126","111","um-todo","SG","2","1",18029,50,"feminino","Sup. Completo","sim"
"1127","111","todo-um","SG","12","3",9228,50,"feminino","Sup. Completo","sim"
"1128","111","um-todo","SG","10","3",17354,50,"feminino","Sup. Completo","sim"
"1129","111","um-todo","PL","3","5",16652,50,"feminino","Sup. Completo","sim"
"1130","111","todo-um","PL","5","1",8884,50,"feminino","Sup. Completo","sim"
"1131","111","todo-um","SG","4","4",16622,50,"feminino","Sup. Completo","sim"
"1132","111","um-todo","SG","6","5",10435,50,"feminino","Sup. Completo","sim"
"1133","111","todo-um","PL","9","3",6874,50,"feminino","Sup. Completo","sim"
"1134","112","um-todo","SG","9","5",9035,20,"feminino","Sup. Incompleto","sim"
"1135","112","um-todo","PL","2","2",17690,20,"feminino","Sup. Incompleto","sim"
"1136","112","um-todo","PL","6","4",9929,20,"feminino","Sup. Incompleto","sim"
"1137","112","todo-um","PL","8","4",12498,20,"feminino","Sup. Incompleto","sim"
"1138","112","um-todo","SG","5","5",7465,20,"feminino","Sup. Incompleto","sim"
"1139","112","todo-um","SG","7","5",8211,20,"feminino","Sup. Incompleto","sim"
"1140","112","um-todo","PL","10","4",9623,20,"feminino","Sup. Incompleto","sim"
"1141","112","todo-um","PL","4","4",9663,20,"feminino","Sup. Incompleto","sim"
"1142","112","um-todo","SG","1","5",9566,20,"feminino","Sup. Incompleto","sim"
"1143","112","todo-um","SG","3","4",6832,20,"feminino","Sup. Incompleto","sim"
"1144","112","todo-um","PL","12","4",8048,20,"feminino","Sup. Incompleto","sim"
"1145","113","todo-um","SG","6","5",28918,21,"feminino","Sup. Incompleto","sim"
"1146","113","todo-um","PL","3","1",17138,21,"feminino","Sup. Incompleto","sim"
"1147","113","um-todo","PL","1","5",28060,21,"feminino","Sup. Incompleto","sim"
"1148","113","um-todo","SG","4","5",9524,21,"feminino","Sup. Incompleto","sim"
"1149","113","um-todo","SG","8","5",5338,21,"feminino","Sup. Incompleto","sim"
"1150","113","todo-um","SG","2","5",6623,21,"feminino","Sup. Incompleto","sim"
"1151","113","todo-um","SG","10","5",13015,21,"feminino","Sup. Incompleto","sim"
"1152","113","um-todo","SG","12","5",23541,21,"feminino","Sup. Incompleto","sim"
"1153","113","todo-um","PL","7","1",34297,21,"feminino","Sup. Incompleto","sim"
"1154","113","um-todo","PL","5","5",17268,21,"feminino","Sup. Incompleto","sim"
"1155","113","um-todo","PL","9","5",9688,21,"feminino","Sup. Incompleto","sim"
"1156","114","todo-um","PL","3","1",47724,49,"feminino","Mest. Completo","sim"
"1157","114","todo-um","PL","7","1",17094,49,"feminino","Mest. Completo","sim"
"1158","114","um-todo","SG","12","5",39910,49,"feminino","Mest. Completo","sim"
"1159","114","todo-um","SG","10","5",11165,49,"feminino","Mest. Completo","sim"
"1160","114","todo-um","SG","6","5",10418,49,"feminino","Mest. Completo","sim"
"1161","114","todo-um","SG","2","5",139206,49,"feminino","Mest. Completo","sim"
"1162","114","um-todo","PL","5","1",8304,49,"feminino","Mest. Completo","sim"
"1163","114","um-todo","PL","1","1",15084,49,"feminino","Mest. Completo","sim"
"1164","114","um-todo","SG","8","5",11592,49,"feminino","Mest. Completo","sim"
"1165","114","um-todo","SG","4","5",4975,49,"feminino","Mest. Completo","sim"
"1166","114","um-todo","PL","9","5",8307,49,"feminino","Mest. Completo","sim"
